video_id,title,publishedAt,viewCount,likeCount
aBTx3AWNw8g,Python Tutorial : Using pandas with Seaborn,2020-04-18T10:20:39Z,1232,11
IOuBR6VYZI8,Python Tutorial: Advanced tokenization with NLTK and regex,2020-04-18T10:14:47Z,991,6
JGaA2nT5Qk4,Python Tutorial: Introduction to tokenization,2020-04-18T10:14:28Z,6770,73
h-H5zP4h6aw,R Tutorial : The Role of S4 in Bioconductor,2020-04-18T10:13:33Z,1226,10
PVO2ANMkFyk,R Tutorial: Introducing biology of genomic datasets,2020-04-18T10:11:16Z,957,11
YZsO0A-vRMo,Python Tutorial: Charting word length with NLTK,2020-04-18T10:10:55Z,788,7
-VEWaouTvtI,R Tutorial : The Bioconductor Project,2020-04-18T10:10:05Z,5911,42
i7V8tb_qxm4,Python Tutorial: Introduction to regular expressions,2020-04-18T10:08:30Z,186,3
0D0HKmt8g4M,R Tutorial: Custom ggplot2 themes,2020-04-18T10:01:31Z,2568,23
P2QCcP7vE30,R Tutorial: Filtering and plotting the data,2020-04-18T09:59:41Z,6090,21
FV5mPG1uLJk,R Tutorial: Communicating with Data in the Tidyverse | Intro,2020-04-18T09:58:22Z,184,1
_PROLkx_Iu4,R Tutorial: Pro-Forma Income Statements,2020-04-18T07:58:06Z,1429,7
oE7vGKx7t60,R Tutorial: Valuations Overview,2020-04-18T07:57:36Z,124,1
5mmPgTBTxZs,R Tutorial: Business Models & Writing R Functions,2020-04-18T07:57:19Z,97,0
1bEhrkwudGY,R Tutorial: From Income to Cash,2020-04-18T07:56:59Z,37,0
compvFddurY,R Tutorial: Binning encoding: data driven,2020-04-18T07:25:22Z,419,4
f7ebQbFxy80,R Tutorial: Binning encoding: content driven,2020-04-18T07:25:04Z,112,0
gX7lV-pokn4,R Tutorial: Introduction to feature engineering in R,2020-04-18T07:24:46Z,1783,10
wYVGjF1UM7A,R Tutorial: Understanding Application Programming Interfaces,2020-04-18T07:08:18Z,103,4
b7cwnEecovU,R Tutorial: Access tokens and APIs,2020-04-18T07:05:37Z,1867,7
7Plc7XVcpfc,R Tutorial: Introduction: Working With Web Data in R,2020-04-18T07:03:50Z,353,7
cqOUpnF-Lco,R Tutorial: Reactivity 101,2020-04-18T02:00:10Z,4466,77
tXJBU_vEyDA,R Tutorial: Case Studies: Building Web Applications with Shiny in R | Inputs and outputs,2020-04-18T01:59:01Z,1702,16
m6f0VhWU41I,R Tutorial: Case Studies: Building Web Applications with Shiny in R | Intro,2020-04-18T01:57:20Z,258,3
PAgDHp41o1A,R Tutorial: Date formats and extractor functions,2020-04-18T00:50:20Z,2786,18
0LX_TCLKCiY,R Tutorial: An introduction to dates in R,2020-04-18T00:49:09Z,516,3
HClsySsbEXo,Python Tutorial: Customize your time series plot,2020-04-18T00:46:01Z,211,0
Gm01Q3kVWLM,Python Tutorial: Plot your first time series,2020-04-18T00:44:50Z,1202,8
SZ_bbzPO9kU,Python Tutorial: Visualizing Time Series Data in Python | Intro,2020-04-18T00:43:46Z,517,3
ug-gtSaJe9U,R Tutorial: Visualizing the recruiting data,2020-04-18T00:39:32Z,122,1
nHJgM81FaAg,R Tutorial: Recruiting and quality of hire,2020-04-18T00:38:23Z,132,3
Nw-pwVrYJlI,R Tutorial: Human Resources Analytics: Exploring Employee Data in R | Intro,2020-04-18T00:36:44Z,2437,21
A_V6daPQZIU,Python Tutorial: Locate rows: .iloc[] and .loc[],2020-04-18T00:14:52Z,22878,186
TxhB7wl6QZE,Python Tutorial: Select random rows,2020-04-18T00:13:19Z,804,4
z_Q8EQjBzHY,Python Tutorial: The need for efficient coding I,2020-04-18T00:12:01Z,79,0
RY8ea3DDPNg,Python Tutorial: Measuring risk of a portfolio,2020-04-18T00:05:14Z,603,12
xpUpwEsMV9Y,Python Tutorial: Portfolio returns,2020-04-18T00:03:56Z,4949,52
4PfJAOLRpaI,Python Tutorial: Welcome to Portfolio Analysis!,2020-04-18T00:02:13Z,3032,18
bSnuPBgflqw,Python Tutorial : Linear regressions and pairs bootstrap,2020-04-17T14:52:06Z,1301,12
S8C6Gyoq6l8,Python Tutorial : Activity of zebrafish and melatonin,2020-04-17T14:49:21Z,109,2
6wbldEMpRXc,Python Tutorial : Hypothesis tests,2020-04-17T14:48:22Z,3051,9
J2TWB2OI_rs,Python Tutorial : Bootstrap confidence intervals,2020-04-17T14:43:54Z,6691,48
bn-bMTmJtHc,R Tutorial : Constructing rbokeh Layers (Part 2),2020-04-17T14:22:14Z,66,0
A-jarWPjJfw,R Tutorial : Constructing rbokeh Layers (Part 1),2020-04-17T14:20:10Z,107,1
Kiu0zRWTp2I,R Tutorial : Interactive Data Visualization with rbokeh,2020-04-17T14:15:17Z,355,7
mHH8-BBTu78,R Tutorial : Introduction to mappers,2020-04-17T14:06:18Z,63,1
h1MHW-U6yVU,R Tutorial : Predicates,2020-04-17T14:03:23Z,95,0
zIxPaJDJZx8,R Tutorial : Using mappers to clean up your data,2020-04-17T14:01:37Z,64,2
Qx3U9uGN50c,R Tutorial : Intermediate Functional Programming with purrr,2020-04-17T13:57:30Z,3014,23
8Bn_GpjI-1Y,SQL Tutorial: Recap of Common Table Expressions (CTE),2020-04-17T06:03:56Z,527,5
FFwu4avGCro,SQL Tutorial: Introduction to recursion,2020-04-17T06:02:36Z,2898,20
2pqotrH-gcg,SQL Tutorial: Solve recursive maths problems,2020-04-17T06:01:08Z,118,0
0RVGyvFzwwk,R Tutorial: Basic time series objects,2020-04-17T04:48:12Z,1919,11
krCXrJo_hNo,R Tutorial: Sampling frequency,2020-04-17T04:46:48Z,123,0
WW59vJMIaTM,R Tutorial: Time Series Analysis in R | Intro,2020-04-17T04:42:50Z,724,2
QiJDk37bXFk,Scala Tutorial: Mutable variables (var) and type inference,2020-04-17T04:26:48Z,84,0
F6eqHsrZ7J8,Scala Tutorial: Scala code and the Scala interpreter,2020-04-17T04:24:50Z,316,3
QrceDDBl6i0,Scala Tutorial: Immutable variables (val) and value types,2020-04-17T04:22:40Z,199,1
tBza_2k0_qQ,Scala Tutorial: A scalable language,2020-04-17T04:20:46Z,529,5
k8RHCNbHLDA,Python Tutorial: Testing proportion and correlation,2020-04-17T04:13:21Z,355,2
YpZlT64kFGA,Python Tutorial: Student's t-test,2020-04-17T04:11:36Z,3904,32
bjOHN4RJAik,Python Tutorial: Experimental Design in Python | Intro,2020-04-17T04:09:43Z,4505,20
za3m-MnUlds,R Tutorial: Machine Learning with Tree-Based Models | Intro,2020-04-17T04:00:00Z,492,6
Q-eB-DBeLqE,R Tutorial: Evaluating classification model performance,2020-04-17T03:58:49Z,2704,20
FQdf6XGmwyY,R Tutorial: Splitting criterion in trees,2020-04-17T03:57:15Z,544,3
ivSMkS3V3MQ,R Tutorial: Overview of the modeling process,2020-04-17T03:55:37Z,114,5
hCQrH-DrUhI,R Tutorial: Introduction to classification trees,2020-04-17T03:53:24Z,568,4
W-u0LoYHjT4,R Tutorial: Flipping coins in R,2020-04-17T01:44:15Z,9136,62
noo5VxBaYLc,R Tutorial: Density and cumulative density,2020-04-17T01:43:01Z,279,4
beGYOZppbz4,R Tutorial: Expected value and variance,2020-04-17T01:41:30Z,13384,52
Hfu8iUxwETc,"Python Tutorial: Lags, changes, and returns for stock price series",2020-04-17T01:33:54Z,2144,27
Tifd2Am3wyA,Python Tutorial: Indexing & resampling time series,2020-04-17T01:31:48Z,4957,41
iMiVCnmxJ7Y,Python Tutorial: How to use dates & times with pandas,2020-04-17T01:30:31Z,460,4
ocRTMmmCh6A,R Tutorial : Research question (Inference for Linear Regression in R),2020-04-16T03:26:18Z,430,2
cY4rW53NJK4,R Tutorial : Variability of coefficients,2020-04-16T03:23:01Z,73,1
EI5lqPmgpyU,R Tutorial : Inference for Linear Regression in R,2020-04-16T03:20:17Z,281,2
ZuGHqPDFoyk,Python Tutorial : The target (Intermediate Predictive Analytics in Python),2020-04-16T03:12:27Z,753,2
Sm4drGdzZP0,Python Tutorial: The population (Intermediate Predictive Analytics in Python),2020-04-16T03:09:48Z,435,2
TfFH7kNnsp0,Python Tutorial : The basetable timeline,2020-04-16T03:05:42Z,383,0
Uf6cfjDVbo4,Python Tutorial : Scraping the web in Python,2020-04-16T02:46:56Z,651,8
sCyDRgq2BiU,Python Tutorial : Importing flat files from the web,2020-04-16T02:45:57Z,129,1
Ih5E3TvKWnY,Python Tutorial : HTTP requests to import files from the web,2020-04-16T02:44:18Z,631,4
bpLIwUQKyrU,Python Tutorial : Introduction to Network Analysis in Python,2020-04-16T02:31:39Z,4814,49
_XGpbr7Y26A,Python Tutorial : Types of graphs,2020-04-16T02:30:42Z,332,4
EfKrKSezMzQ,Python Tutorial : Network visualization,2020-04-16T02:28:56Z,7120,47
bsjrHxgzKbA,Python Tutorial : Model complexity and overfitting,2020-04-16T02:19:32Z,678,7
LezU1WTvEzo,Python Tutorial : Supervised learning pipelines,2020-04-16T02:15:46Z,102,0
NKakENiEaPs,Python Tutorial : Feature engineering and overfitting,2020-04-16T02:12:37Z,348,9
n_IvCGlv5kc,Python Tutorial : Components of a data platform,2020-04-15T14:26:03Z,259,1
MifypJv57b4,Python Tutorial : Running an ingestion pipeline with Singer,2020-04-15T14:23:01Z,4698,23
buetY4uD66A,Python Tutorial : Introduction to data ingestion with Singer,2020-04-15T14:19:09Z,5641,56
SoBWUqlCbyA,Theory: Building a data science team,2020-04-15T14:12:06Z,250,2
7aUssslTMEo,Theory: What is Data Science?,2020-04-15T14:07:13Z,117,4
fthR4MtOo1Y,Theory: Applications of Data Science,2020-04-15T14:02:06Z,106,1
XX-OFoWsdfY,SQL Server Tutorial: Functions for Manipulating Data in SQL Server,2020-04-15T02:28:54Z,573,7
VbikC8GuZ8s,SQL Server Tutorial: Explicit conversion,2020-04-15T02:25:55Z,454,4
yXzkQWQj6e0,SQL Server Tutorial: Implicit conversion,2020-04-15T02:22:52Z,805,3
CBEvZB45fhA,Python Tutorial: Plot all of your data: ECDFs,2020-04-14T01:28:37Z,641,7
2rMdP133gg8,Python Tutorial: Plot all of your data: Bee swarm plots,2020-04-14T01:27:25Z,1355,12
pq5VY29cD1o,Python Tutorial: Plotting a histogram,2020-04-14T01:25:59Z,647,3
THLCtMl0RJY,Python Tutorial: Onward toward the whole story!,2020-04-14T01:22:42Z,45,0
YAr1MSUco0E,Python Tutorial: Introduction to Exploratory Data Analysis,2020-04-14T01:21:15Z,269,4
qI3vbzYrkJs,R Tutorial: Why lubridate?,2020-04-14T01:15:23Z,2204,12
-RLexb1az4I,R Tutorial: What about times?,2020-04-14T01:14:10Z,267,3
onMqM4_F3kQ,R Tutorial: Why use dates?,2020-04-14T01:13:06Z,30,1
q9G981i4XvI,R Tutorial: Introduction to dates,2020-04-14T01:12:05Z,126,2
tPyUxhPWmBI,Python Tutorial: Concatenation,2020-04-14T01:06:13Z,435,1
1A7r_23JKSc,Python Tutorial: Power and flexibility,2020-04-14T01:04:43Z,36,0
zqy-9S_bqrM,Python Tutorial: Joining data: a real-world necessity,2020-04-14T01:03:08Z,38,0
ZTizJVbGV6E,Python Tutorial: What is Big Data?,2020-04-14T00:58:24Z,77,0
uzinQROrlgA,Python Tutorial: Review of functional programming in Python,2020-04-14T00:57:08Z,81,0
pj-3T9kBxOE,Python Tutorial: PySpark: Spark with Python,2020-04-14T00:55:41Z,1132,5
ySKcyxuA9LY,R Tutorial: What is ChIP-seq?,2020-04-14T00:51:28Z,426,6
UbgvB0iNzLs,R Tutorial: ChIP-seq results summary,2020-04-14T00:50:07Z,147,0
xVTUV7tR1Bs,R Tutorial: ChIP-seq Workflow,2020-04-14T00:48:42Z,2115,13
8doPTpkAWDQ,R Tutorial: Multivariate GAMs,2020-04-14T00:44:07Z,11718,139
vckDyqI8tS8,R Tutorial: Basis functions and smoothing,2020-04-14T00:42:37Z,5134,59
6V_VvweZkoI,R Tutorial: Nonlinear Modeling in R with GAMs | Intro,2020-04-14T00:41:09Z,23629,313
wjbBnT2Y8qc,R Tutorial: Comparing frequentist and Bayesian methods,2020-04-14T00:36:33Z,3145,49
HAedsgySrzY,R Tutorial: Bayesian Linear Regression,2020-04-14T00:35:18Z,11637,74
ks14Xy2NoOs,R Tutorial: Non-Bayesian Linear Regression,2020-04-14T00:33:56Z,424,4
ARyf4-KYpvI,SQL Server Tutorial : Building and Optimizing Triggers in SQL Server,2020-04-13T04:28:13Z,209,5
eP0UBrdfnCw,SQL Server Tutorial : How DML triggers are used,2020-04-13T04:25:44Z,604,5
PA7BZbarvmo,SQL Server Tutorial : Trigger alternatives,2020-04-13T04:22:19Z,697,3
dO2nmoiWR7E,R Tutorial : Introduction to Spark with sparklyr in R,2020-04-13T04:10:07Z,4250,27
FqxpsTkAHLg,SQL Server Tutorial : Transactions and Error Handling in SQL Server,2020-04-13T03:53:28Z,637,8
yePx-xF2DXs,SQL Server Tutorial : Giving information about errors,2020-04-13T03:50:01Z,55,0
TvO8w_nUw74,SQL Server Tutorial : Error anatomy and uncatchable errors,2020-04-13T03:46:10Z,158,1
zJXwdHCJC1c,SQL Tutorial: Working with aggregate functions,2020-04-13T02:09:59Z,442,1
h0Xoo2UH8cQ,SQL Tutorial: Essential SQL,2020-04-13T02:08:14Z,211,2
e-LlL7CDJ2Q,SQL Tutorial: Transforming your results,2020-04-13T02:06:34Z,287,1
qzfhEO1v4G0,Python Tutorial: Regression models,2020-04-13T02:02:41Z,113,2
C3M8-m9lpbI,Python Tutorial: Classification models,2020-04-13T02:01:05Z,1369,9
MpxK4Ozv2Ds,Python Tutorial: Introduction to model validation,2020-04-13T01:59:30Z,1322,13
QaFnSChz_Go,R Tutorial: Convert your code into a function,2020-04-13T01:53:41Z,969,7
yzvcoFSBh2Y,R Tutorial: Bond valuation,2020-04-13T01:51:59Z,1129,8
tmEoL4sC9oI,R Tutorial: Time Value of Money,2020-04-13T01:50:31Z,248,3
Y3pTpQz1qxI,R Tutorial: Bond Valuation and Analysis | Intro,2020-04-13T01:48:19Z,278,4
PWcq-fpXHvQ,R Tutorial: Explore qdap's polarity & built-in lexicon,2020-04-13T01:43:49Z,819,3
t4iTQ7R9fd0,R Tutorial: How many words do YOU know? Zipf's law & subjectivity lexicon,2020-04-13T01:42:16Z,376,4
6aqnL58VRjQ,R Tutorial: Sentiment Analysis | Let's talk about our feelings,2020-04-13T01:40:49Z,319,1
UtaWO77iGrM,R Tutorial: The Free Cash Flow to Equity Model,2020-04-13T01:36:57Z,2256,15
zWnNnqjNftE,R Tutorial: Calculating Equity Value,2020-04-13T01:35:46Z,171,0
2LnhA-WEKAU,R Tutorial: Equity Valuation Intro and Fundamental Valuation,2020-04-13T01:33:58Z,365,1
fNoeCbbPSbg,Python Tutorial: Present and Future Value,2020-04-13T01:29:48Z,569,6
s42tjgubkhc,Python Tutorial: Net Present Value and Cash Flows,2020-04-13T01:27:43Z,2286,11
Ndzk9z3_K6A,Python Tutorial: Fundamental Financial Concepts,2020-04-13T01:25:22Z,97,1
SE05ZbhVq4E,Python Tutorial: Introducing convolutional neural networks,2020-04-13T01:20:54Z,225,0
1aJea7VZ-os,Python Tutorial: Image classification with Keras,2020-04-13T01:16:54Z,3253,28
5ww7lqXnOFg,Python Tutorial: Classifying images,2020-04-13T01:13:46Z,98,1
-z-0hQS-eYE,SQL Tutorial: PARTITION BY,2020-04-13T01:05:12Z,8748,37
KVkqC2K_pis,SQL Tutorial: ORDER BY,2020-04-13T01:03:31Z,90,2
3gPjNd2huvQ,SQL Tutorial: PostgreSQL Summary Stats and Window Functions | Intro,2020-04-13T01:02:10Z,494,1
OSCtwP2pMo0,Spreadsheets Tutorial : Setting up your data,2020-04-12T15:46:40Z,204,0
SWrYnGgdKjM,Spreadsheets Tutorial : Setting up a basic dashboard,2020-04-12T15:44:38Z,146,0
-M0fOpYoIa4,Spreadsheets Tutorial : Sheets as a Business Intelligence platform,2020-04-12T15:39:48Z,128,2
NGhwFsIh6XM,R Tutorial : Stats with geoms,2020-04-12T14:57:24Z,682,5
g4s4TQzxFAw,R Tutorial : Stats: sum and quantile,2020-04-12T14:53:38Z,617,2
ZkvULeZBZxs,R Tutorial : Stats outside geoms,2020-04-12T14:48:59Z,210,1
I-21nzNQU-g,R Tutorial : How do we visualize missing values?,2020-04-12T14:35:41Z,3953,24
wNKZkA4ciDU,R Tutorial : Introduction to Missing Data,2020-04-12T14:31:24Z,298,1
4oekjJztIA4,R Tutorial : How to summarise missing values,2020-04-12T14:29:46Z,3763,16
6Pb4pIaqjCI,"Python Tutorial : Data transforms, features, and targets",2020-04-12T14:22:02Z,253,0
t9YRSoBY5WE,Python Tutorial : Linear modeling with financial data,2020-04-12T14:18:49Z,112,2
yrudDsxiNmI,Python Tutorial : Machine Learning for Finance in Python,2020-04-12T14:13:34Z,1443,18
aoBMm5FHUPQ,R Tutorial : Centrality measures,2020-04-12T10:18:32Z,1069,5
CkxVPOPddwU,R Tutorial : Network analysis in R: A tidy approach,2020-04-12T10:15:08Z,9915,38
kAhJGaatNPU,R Tutorial : Visualizing networks,2020-04-12T10:12:22Z,189,3
J-g9mf3WgVA,PyTorch Tutorial : Backpropagation by auto-differentiation,2020-04-12T10:01:29Z,1370,13
sMPBDueaA8w,PyTorch Tutorial : Introduction to PyTorch,2020-04-12T09:58:38Z,3882,28
2wJ4gXDKYMA,PyTorch Tutorial : Introduction to Neural Networks,2020-04-12T09:55:28Z,188,6
VCIT5uhR9Fg,PyTorch Tutorial : Forward propagation,2020-04-12T09:52:08Z,576,2
oP4y1S_GH-U,Python Tutorial : Building with built-ins,2020-04-12T09:25:34Z,61,1
AO8goPlwvLY,Python Tutorial : Writing Efficient Python Code,2020-04-12T09:23:27Z,812,6
NQfZFvxz7m0,Python Tutorial : The power of NumPy arrays,2020-04-12T09:20:40Z,778,8
tcdnFViImV0,R Tutorial : Introduction to PortfolioAnalytics,2020-04-12T09:03:40Z,853,5
pjOlehVSJ4k,R Tutorial : Challenges of portfolio optimization,2020-04-12T09:01:01Z,1857,16
8FGjvyLT45Y,R Tutorial : Intermediate Portfolio Analysis in R,2020-04-12T08:58:47Z,2763,19
Vw6Uy-7OtlE,R Tutorial : Welcome to Introduction to R for Finance!,2020-04-12T08:53:12Z,1226,9
SkZE15wANCM,R Tutorial : Basic Data Types,2020-04-12T08:51:24Z,448,5
f7JfWeZpyGg,R Tutorial : Financial Returns,2020-04-12T08:48:59Z,80,1
cUU_ISE80io,Python Tutorial : Variable Data Types,2020-04-12T08:31:23Z,644,7
xbrIlTbUxk8,Python Tutorial : Comments and variables,2020-04-12T08:28:19Z,81,0
PRLYwkTI4WA,Python Tutorial : Introduction to Python for Finance,2020-04-12T08:25:29Z,1561,8
ZGABlPiKS2g,R Tutorial : Why learn topic modeling,2020-04-12T08:11:58Z,1065,13
NNHGgcXnNyI,R Tutorial : Displaying results with ggplot,2020-04-12T08:08:50Z,234,2
-O7W___fnrE,R Tutorial : Counting words,2020-04-12T08:04:51Z,7637,24
fcmP412WXyE,Python Tutorial : Optimal parameters,2020-04-12T06:47:17Z,330,1
7fvCPd3RUk8,Python Tutorial : Linear regression by least squares,2020-04-12T06:46:33Z,4465,25
_CDl-mznhec,Python Tutorial : The important of EDA: Anscombe's quartet,2020-04-12T06:45:28Z,840,4
gUJVmds9DsI,Python Tutorial : Introducing XGBoost,2020-04-12T06:36:46Z,13225,151
1-Aja4F3wQs,Python Tutorial: Handling missing values,2020-04-11T08:46:59Z,1482,10
W-wJV4Q3gmY,Python Tutorial: Analyze the amount of missingness,2020-04-11T08:45:51Z,438,13
mZJsym8RCCs,Python Tutorial: Why deal with missing data?,2020-04-11T08:43:42Z,105,1
Jr_2GlvrTCA,R Tutorial: Regular expression basics,2020-04-11T08:39:52Z,7077,69
RDs2P5Hb9XU,R Tutorial: Text cleaning basics,2020-04-11T08:38:22Z,2819,33
35cHCi7E8Iw,R Tutorial: Tokenization,2020-04-11T08:36:38Z,2865,22
DB5YaNELGEA,R Tutorial: The counties dataset,2020-04-11T08:31:46Z,1295,1
k4Tq0hFtFno,R Tutorial: Mutate,2020-04-11T08:30:04Z,6618,46
TFQZBJ8npag,R Tutorial: The filter and arrange verbs,2020-04-11T08:28:45Z,171,1
7cnHsuEhD6E,R Tutorial: Outliers,2020-04-11T08:20:30Z,1889,8
NTZP3QKyG8s,R Tutorial: Characterizing bivariate relationships,2020-04-11T08:19:24Z,160,0
0aOZQ3cKzmE,R Tutorial: Visualizing bivariate relationships,2020-04-11T08:17:35Z,2931,9
k10NK7AN7NA,Python Tutorial: Class distribution,2020-04-11T08:11:48Z,2330,21
M3BAW9yxc8c,Python Tutorial: Working with data types,2020-04-11T08:10:08Z,70,0
4i9aiTjjxHY,Python Tutorial: What is data preprocessing?,2020-04-11T08:08:58Z,6550,81
1ZqPCJULyV4,R Tutorial: Defensive R Programming,2020-04-11T08:04:31Z,115,0
NGXFufSYIcg,R Tutorial: Packages and Namespaces,2020-04-11T08:03:07Z,1191,14
IePPS5Y4wtQ,R Tutorial: Don't reinvent the wheel/package,2020-04-11T08:01:32Z,50,1
W2PPglAvGWQ,Python Tutorial: Dot notation: reach into substructure,2020-04-11T07:50:49Z,1892,9
EPrkqDuLi2I,Python Tutorial: Introduction to MongoDB in Python,2020-04-11T07:49:00Z,894,6
hDfBPzgfLXc,Python Tutorial: Finding documents,2020-04-11T07:47:39Z,56,1
E4KISa-GyXU,R Tutorial: Challenges of network-based inference,2020-04-11T07:43:12Z,112,1
J7WvhRnFiGo,R Tutorial: Predictive Analytics using Networked Data in R | Intro,2020-04-11T07:41:41Z,189,1
e8RHNroNRS8,"R Tutorial: Labeled networks, Social influence",2020-04-11T07:41:37Z,65,2
KCY-R_Gp920,Python Tutorial : What is Boosting?,2020-04-09T02:20:14Z,1243,20
VgDe0gwesrw,Python Tutorial : When should I use XGBoost?,2020-04-09T02:17:17Z,5876,98
tXdUjBkjoFI,Python Tutorial : What is a decision tree?,2020-04-09T02:14:27Z,337,3
wO7YBNPCu58,Python Tutorial : Extreme Gradient Boosting with XGBoost,2020-04-09T02:09:36Z,3434,21
RXB7dHoBW08,Python Tutorial: Small multiples,2020-04-07T02:03:52Z,483,6
2mCIcm8xau0,Python Tutorial: Introduction to data visualization with Matplotlib,2020-04-07T02:02:31Z,2399,25
7xMu3CXgL4A,Python Tutorial: Customizing your plots,2020-04-07T02:00:43Z,129,3
HR___cuH-Hs,R Tutorial: Describing survey results,2020-04-07T01:52:01Z,2386,13
YOSnRpz_C_I,"R Tutorial: Measurement, validity & reliability",2020-04-07T01:50:19Z,5635,38
eEkf7gMSY3Q,R Tutorial: Surveys in marketing research,2020-04-07T01:48:05Z,641,5
jY6wRy4s9R8,Shell Tutorial: Advanced downloading using Wget,2020-04-07T01:43:30Z,3725,28
0_DPvrNJwpE,Shell Tutorial: Downloading data using Wget,2020-04-07T01:42:02Z,6931,50
OdAQPih7glM,Shell Tutorial: Downloading data using curl,2020-04-07T01:40:46Z,2843,23
tw7sEhfRZxM,Python Tutorial: Readability tests,2020-04-07T01:33:54Z,1862,22
kp7VwkaoJjE,Python Tutorial: Basic feature extraction,2020-04-07T01:31:22Z,1669,10
jVJ082-WodY,Python Tutorial: Introduction to NLP feature engineering,2020-04-07T01:29:17Z,531,11
rNyLJWDwP1U,Python Tutorial: Fun with functions,2020-04-04T01:59:43Z,381,4
iBUOO8pGHlc,Python Tutorial: Dive into Python,2020-04-04T01:57:51Z,340,8
FygzNM2CEHg,Python Tutorial: Creating variables,2020-04-04T01:56:02Z,5856,38
eVaZC2VYTIQ,Python Tutorial: Data outliers and scaling,2020-04-04T01:51:08Z,3025,41
awvwoPptE8Y,Python Tutorial: Data distributions and transformations,2020-04-04T01:48:48Z,133,2
DVbcgeQSMt8,Python Tutorial: Handling missing data,2020-04-04T01:46:52Z,358,4
ArumKvrY0XY,Python Tutorial: Importing & exporting data,2020-04-04T01:32:56Z,3213,21
qV_8bMsRq1s,Python Tutorial: Plotting with pandas,2020-04-04T01:31:28Z,7604,52
F_cywIu_6Bs,Python Tutorial: Building DataFrames from scratch,2020-04-04T01:29:57Z,324,3
k3mDQjV8FbU,Python Tutorial: Review of pandas DataFrames,2020-04-04T01:27:59Z,847,8
IjomzV8Crxg,Python Tutorial: Bipartite graphs,2020-04-04T01:23:13Z,4051,50
1HWMbSaCMwY,Python Tutorial: Bipartite graphs and recommendation systems,2020-04-04T01:21:25Z,1458,19
knwYBgWLwx0,Python Tutorial: Intermediate Network Analysis in Python | Definitions & basic recap,2020-04-04T01:19:24Z,462,9
FNRQhNHIKyY,R Tutorial: Setting the Default Map View,2020-04-04T01:14:59Z,401,2
CIZi35TSfOM,R Tutorial: Plotting DataCamp HQ,2020-04-04T01:13:45Z,224,9
IpbP7Ymc5Fw,R Tutorial: Map Tiles,2020-04-04T01:12:14Z,767,3
CUZ6oSLTzlc,R Tutorial: Introduction to leaflet,2020-04-04T01:10:54Z,3045,20
L-XrnwLlNDk,R Tutorial: Inspecting choice data,2020-04-01T01:53:54Z,361,2
a47MgY611iE,R Tutorial: Why choice?,2020-04-01T01:52:27Z,494,6
rV7S4LLbnOc,R Tutorial: Using choice models to make decisions,2020-04-01T01:50:43Z,2332,12
QAcXr6YZ-xE,R Tutorial: Fitting and interpreting a choice model,2020-04-01T01:49:26Z,1702,13
xGZVxxvgzI4,R Tutorial: Hyperparameter tuning in caret,2020-04-01T01:34:13Z,7479,42
Oij7sXl76ks,R Tutorial: Parameters vs hyperparameters,2020-04-01T01:32:05Z,1734,25
e51dDL6ZKio,R Tutorial: Recap of machine learning basics,2020-04-01T01:28:59Z,453,7
Y4mWE-awNa0,"R Tutorial: Working with ""Out-of-Core"" Objects using the Bigmemory Project",2020-04-01T01:22:04Z,1917,16
wvc4qHK2-1o,R Tutorial: References vs. Copies,2020-04-01T01:20:09Z,225,1
e_VSkBATofI,R Tutorial: What is Scalable Data Processing?,2020-04-01T01:18:03Z,243,0
ycAc6Xtgzu0,SQL Tutorial: Introduction to SQL Server,2020-04-01T01:12:43Z,1501,13
KBMyvQzZrRs,SQL Tutorial: WHERE the wild things are,2020-04-01T01:10:32Z,74,2
o1rjr9iMn4A,SQL Tutorial: Ordering and filtering,2020-04-01T01:08:49Z,269,4
jzBGIDY2ONs,R Tutorial: Introducing xts and zoo objects,2020-03-31T04:41:56Z,1734,17
eOnRHfIdhXU,"R Tutorial: Importing, exporting and converting time series",2020-03-31T04:39:27Z,1682,7
jx6OUBioPeM,R Tutorial: Saving and exporting xts objects,2020-03-31T04:33:48Z,1515,7
bl1zgOs2F48,R Tutorial: Manipulating and visualizing your data,2020-03-31T04:32:35Z,104,0
rmoeurmdCho,R Tutorial: Review xts fundamentals,2020-03-31T04:31:16Z,513,4
QqpmI52ears,R Tutorial: Exploring the MNIST dataset,2020-03-31T00:52:09Z,1858,4
xPBO-MMxIoQ,R Tutorial: PCA and t-SNE,2020-03-31T00:50:21Z,5413,34
9hWDB_054yI,R Tutorial: Distance metrics,2020-03-31T00:48:21Z,5218,21
YJNXYid4BNs,R Tutorial: Out-of-sample error measures,2020-03-31T00:43:08Z,3191,20
pXJb3u6Dlw4,R Tutorial: Cross-validation,2020-03-31T00:42:50Z,3754,25
eOwOQAuzkx4,R Tutorial: Welcome to the Toolbox,2020-03-31T00:42:28Z,115,3
etcHVyMg4Uc,R Tutorial: Review of k-means clustering,2020-03-30T23:53:20Z,117,1
Tmfg9uMEOPs,R Tutorial: Introduction to the Pokemon data,2020-03-30T23:51:46Z,292,1
Cyxf5Qlo9_A,R Tutorial: How kmeans() works and practical matters,2020-03-30T23:49:53Z,50,1
wxLzOIwdYPI,R Tutorial: Introduction to k-means clustering,2020-03-30T23:47:42Z,306,2
tOhuE3RX_MI,R Tutorial: Unsupervised Learning in R | Intro,2020-03-30T23:45:50Z,285,3
